Delivery_ID,Truck_ID,Vehicle_Type,Truck_Age_Years,Vehicle_Status,Driver_ID,Driver_Name,Driver_Experience_Years,Driver_Performance_Score,Driver_Behaviour_Score,Delivery_Date,Route_Region,Route_Distance_KM,Delivery_Status,Delay_Hours,Delay_Reason,Fuel_Consumed_Liters,Fuel_Cost_EUR,Maintenance_Cost_EUR,Breakdown_Count,Downtime_Hours,Customer_ID,Customer_Name,Complaint_Category,Complaint_Status,Customer_Satisfaction_Score,Delivery_Revenue_EUR,Revenue_Loss_EUR
DEL-02852,TRK-027,Rigid Truck,2,Active,DRV-011,Michael Perkins,10,70.85,59.96,2026-03-24,Limerick,95,On-Time,0.0,No Delay,16.31,31.67,886.32,1,4.54,CUS-0007,"Reese, Gregory and Coleman",No Complaint,No Complaint,9,608.07,0.0
DEL-02853,TRK-005,Refrigerated Truck,7,Active,DRV-075,Kenneth Pham,10,74.52,70.92,2025-11-22,Meath,189,Delayed,4.84,Route Inefficiency,33.55,68.97,413.77,0,0.0,CUS-0390,Rodriguez-Bell,Delivery Delay,Open,6,1466.18,659.84
DEL-02854,TRK-012,Refrigerated Truck,3,Active,DRV-082,James Hernandez,9,86.92,88.88,2025-08-01,Limerick,47,On-Time,0.0,No Delay,6.81,13.28,228.42,0,0.0,CUS-0269,Shannon Group,No Complaint,No Complaint,10,355.54,0.0
DEL-02855,TRK-083,Articulated Truck,8,Maintenance,DRV-059,Sarah Jackson,7,75.49,67.54,2026-01-06,Dublin,92,Delayed,10.77,Vehicle Breakdown,15.45,28.61,1665.89,1,6.5,CUS-0293,"Dunn, Rodriguez and Miller",Missing Delivery,In Progress,5,662.63,1092.52
DEL-02856,TRK-126,Articulated Truck,2,Maintenance,DRV-050,Mr. Christian Mccarthy MD,1,54.82,42.46,2025-09-30,Limerick,84,On-Time,0.0,No Delay,14.03,24.97,1201.66,1,6.59,CUS-0457,Spears-White,No Complaint,No Complaint,9,545.67,0.0
DEL-02857,TRK-150,Rigid Truck,6,Active,DRV-042,Lisa Smith,9,61.89,61.83,2026-02-14,Waterford,164,Delayed,1.91,Route Inefficiency,32.15,69.81,742.95,0,0.0,CUS-0461,Rubio Ltd,Delivery Delay,Resolved,7,818.68,171.66
DEL-02858,TRK-001,Refrigerated Truck,3,Active,DRV-038,Donna Boyle,3,58.54,50.43,2025-10-17,Limerick,172,Delayed,10.84,Weather,26.55,48.96,978.04,1,10.95,CUS-0260,"Huynh, Jackson and Baxter",Driver Behaviour,Resolved,2,1307.89,654.36
DEL-02859,TRK-080,Rigid Truck,3,Active,DRV-050,Renee Webb,1,66.38,44.58,2025-12-26,Galway,399,Failed,2.08,Vehicle Breakdown,71.19,136.16,462.88,0,0.0,CUS-0195,"Sutton, Strickland and Johnson",Missing Delivery,In Progress,3,1984.73,1206.51
DEL-02860,TRK-021,Van,1,Breakdown,DRV-077,Richard Gibson,7,61.49,46.72,2026-02-28,Kildare,31,Delayed,18.04,Vehicle Breakdown,6.8,13.35,1294.7,2,10.53,CUS-0050,Sullivan-Sawyer,Damaged Goods,Open,5,141.94,1972.46
DEL-02861,TRK-046,Van,4,Maintenance,DRV-003,Melissa Boone,2,81.45,79.05,2025-06-17,Waterford,367,On-Time,0.0,No Delay,66.97,128.45,846.78,1,9.83,CUS-0067,Fitzgerald and Sons,No Complaint,No Complaint,8,2196.01,0.0
DEL-02862,TRK-120,Articulated Truck,8,Active,DRV-093,Jonathon Turner,3,70.16,63.89,2025-07-11,Waterford,197,On-Time,0.0,No Delay,40.17,77.44,1625.94,1,9.29,CUS-0031,Wood-Clark,No Complaint,No Complaint,10,1025.0,0.0
DEL-02863,TRK-091,Refrigerated Truck,10,Maintenance,DRV-085,Erica Brown,14,76.0,63.5,2025-10-24,Meath,281,Failed,12.71,Vehicle Breakdown,70.73,145.9,1815.83,3,38.29,CUS-0387,"Santiago, Smith and Guzman",Driver Behaviour,In Progress,1,1886.93,1398.64
DEL-02864,TRK-047,Refrigerated Truck,9,Maintenance,DRV-085,Amy Hunter,9,58.44,62.08,2026-05-12,Cork,343,Delayed,11.54,Traffic,67.29,135.69,3274.96,3,35.27,CUS-0373,Curry Group,Wrong Delivery,Open,4,2150.01,1453.81
DEL-02865,TRK-119,Van,12,Maintenance,DRV-011,Kathryn Thompson,14,72.01,66.16,2025-11-11,Cork,149,Delayed,12.42,Vehicle Breakdown,32.92,62.65,5368.74,4,32.43,CUS-0224,Jones-Lowe,Delivery Delay,Open,2,937.63,1493.63
DEL-02866,TRK-121,Van,4,Breakdown,DRV-093,Steven Morgan,15,78.96,78.12,2025-07-18,Dublin,213,Delayed,8.79,Vehicle Breakdown,41.26,74.77,2621.1,2,21.23,CUS-0295,Whitaker-Benson,Delivery Delay,Resolved,4,972.38,937.56
DEL-02867,TRK-005,Articulated Truck,6,Maintenance,DRV-041,Michael Lewis,10,66.1,48.88,2025-07-17,Limerick,170,On-Time,0.0,No Delay,34.66,63.07,2896.34,2,21.81,CUS-0404,"Ayala, Bates and Stewart",No Complaint,No Complaint,9,1087.63,0.0
DEL-02868,TRK-127,Refrigerated Truck,7,Active,DRV-080,Dr. Debra Spears MD,1,65.95,55.38,2026-03-03,Galway,49,On-Time,0.0,No Delay,13.62,29.01,626.79,0,0.0,CUS-0389,Carrillo Group,No Complaint,No Complaint,10,368.77,0.0
DEL-02869,TRK-029,Articulated Truck,8,Active,DRV-077,Regina Hodge,13,72.39,65.67,2026-04-14,Limerick,408,On-Time,0.0,No Delay,87.5,177.7,691.95,0,0.0,CUS-0232,Schmidt-Campbell,No Complaint,No Complaint,10,3177.28,0.0
DEL-02870,TRK-012,Van,12,Active,DRV-053,Christina Bradley,14,57.73,40.7,2026-02-27,Galway,362,Delayed,5.61,Vehicle Breakdown,80.71,170.36,1026.2,0,0.0,CUS-0116,Taylor Group,Driver Behaviour,Resolved,3,2924.22,860.11
DEL-02871,TRK-090,Refrigerated Truck,9,Maintenance,DRV-026,Donald Baker,13,87.14,85.67,2026-03-26,Meath,80,Delayed,11.41,Traffic,22.88,44.68,3587.51,3,23.46,CUS-0461,Nelson Ltd,Missing Delivery,Open,4,415.61,1490.78
DEL-02872,TRK-093,Refrigerated Truck,8,Active,DRV-013,Tanya Carson,10,58.73,44.26,2025-12-06,Limerick,105,On-Time,0.0,No Delay,23.02,46.1,557.49,0,0.0,CUS-0236,Price-Stephens,No Complaint,No Complaint,10,874.6,0.0
DEL-02873,TRK-042,Articulated Truck,9,Active,DRV-046,Kimberly Barnes,10,53.07,36.08,2025-12-06,Galway,73,Failed,10.09,Traffic,14.92,27.0,1460.8,1,7.7,CUS-0441,Williams LLC,Delivery Delay,In Progress,1,602.35,325.77
DEL-02874,TRK-038,Articulated Truck,5,Active,DRV-091,Brooke Gray,13,84.02,65.07,2025-08-11,Cork,81,Delayed,10.3,Route Inefficiency,13.68,25.76,1495.55,1,9.26,CUS-0084,Fischer Inc,Delivery Delay,Resolved,5,643.72,626.38
DEL-02875,TRK-096,Van,3,Active,DRV-074,Dylan Clark,6,58.98,47.12,2026-03-06,Meath,359,Failed,12.78,Vehicle Breakdown,72.57,159.67,569.53,0,0.0,CUS-0006,Vaughn-Ryan,Driver Behaviour,Escalated,1,2885.93,1655.56
DEL-02876,TRK-129,Articulated Truck,9,Maintenance,DRV-095,David Park,10,59.41,57.1,2026-05-23,Limerick,52,Delayed,7.24,Route Inefficiency,13.24,25.28,1499.96,1,13.53,CUS-0357,Robertson Inc,Delivery Delay,Open,3,318.94,1016.58
DEL-02877,TRK-006,Rigid Truck,11,Active,DRV-024,Leslie Anderson,13,57.46,50.1,2026-05-03,Limerick,180,On-Time,0.0,No Delay,60.8,120.73,734.33,0,0.0,CUS-0082,Oneal PLC,No Complaint,No Complaint,9,1246.85,0.0
DEL-02878,TRK-130,Articulated Truck,4,Active,DRV-046,Connie Zuniga,10,70.08,62.06,2025-12-28,Kildare,393,Delayed,13.15,Traffic,78.93,159.59,2176.23,2,18.54,CUS-0247,"George, Todd and Sanchez",Driver Behaviour,In Progress,5,1858.26,1271.86
DEL-02879,TRK-049,Refrigerated Truck,4,Active,DRV-070,Thomas Hughes,4,80.18,74.02,2025-08-24,Meath,166,On-Time,0.0,No Delay,28.05,53.22,331.41,0,0.0,CUS-0301,"Silva, Rodriguez and Harris",No Complaint,No Complaint,10,1230.3,0.0
DEL-02880,TRK-141,Van,7,Maintenance,DRV-028,Victor Jordan,3,53.68,48.2,2025-12-28,Waterford,223,Delayed,9.29,Vehicle Breakdown,41.37,77.39,2093.54,1,8.34,CUS-0174,"Howard, Patton and Ramirez",Missing Delivery,In Progress,5,1092.7,1344.1
DEL-02881,TRK-072,Articulated Truck,1,Maintenance,DRV-064,Jamie Petty,10,75.05,69.8,2025-08-22,Meath,174,On-Time,0.0,No Delay,26.68,50.8,1078.81,1,11.39,CUS-0012,"Roberts, Mcguire and Wagner",No Complaint,No Complaint,8,1361.15,0.0
DEL-02882,TRK-143,Van,7,Maintenance,DRV-082,Andrew Carter,8,74.46,74.83,2025-10-03,Meath,270,Delayed,10.2,Vehicle Breakdown,78.93,141.05,1090.05,1,8.32,CUS-0129,Gregory Group,Delivery Delay,Resolved,3,2277.19,593.69
DEL-02883,TRK-011,Articulated Truck,1,Active,DRV-053,Vanessa Russo,5,62.79,58.84,2026-01-13,Waterford,212,Delayed,2.25,Vehicle Breakdown,36.14,68.36,1259.69,2,21.45,CUS-0323,Kelly Group,Delivery Delay,Resolved,7,1463.53,281.2
DEL-02884,TRK-047,Rigid Truck,2,Breakdown,DRV-037,Sarah Black,12,61.42,52.02,2026-05-04,Kildare,407,On-Time,0.0,No Delay,77.63,158.95,3012.42,2,12.05,CUS-0185,Chavez-Gardner,No Complaint,No Complaint,10,2770.39,0.0
DEL-02885,TRK-006,Articulated Truck,9,Active,DRV-064,Jason Watkins,3,72.25,74.88,2026-05-04,Dublin,118,Delayed,12.54,Vehicle Breakdown,28.68,56.65,2590.38,4,23.63,CUS-0334,"Price, Greer and Shaw",Delivery Delay,Escalated,4,915.75,1502.43
DEL-02886,TRK-141,Rigid Truck,11,Active,DRV-050,Frank Griffin,3,81.77,76.08,2025-06-18,Dublin,345,On-Time,0.0,No Delay,58.8,111.98,1210.25,1,3.45,CUS-0431,Schultz-Christensen,No Complaint,No Complaint,8,1784.81,0.0
DEL-02887,TRK-111,Refrigerated Truck,1,Active,DRV-041,Chad Diaz,11,61.16,56.96,2026-03-10,Galway,132,On-Time,0.0,No Delay,31.3,62.96,252.8,0,0.0,CUS-0262,"Porter, Brooks and Johnson",No Complaint,No Complaint,8,836.09,0.0
DEL-02888,TRK-064,Articulated Truck,10,Maintenance,DRV-066,Robert Horton,1,66.06,61.41,2026-05-04,Dublin,320,On-Time,0.0,No Delay,112.77,230.71,1956.71,1,12.54,CUS-0313,Meza-Young,No Complaint,No Complaint,9,1482.74,0.0
DEL-02889,TRK-080,Van,5,Active,DRV-021,Ann Warren,2,60.03,46.71,2026-03-02,Kildare,385,On-Time,0.0,No Delay,86.5,171.54,1282.33,1,12.68,CUS-0113,Walker PLC,No Complaint,No Complaint,10,2647.05,0.0
DEL-02890,TRK-010,Articulated Truck,3,Breakdown,DRV-044,Jacob Hayden,14,60.86,61.08,2025-12-05,Galway,191,Delayed,12.54,Weather,38.0,75.82,5021.32,4,14.89,CUS-0402,Dawson-Erickson,Missing Delivery,Open,1,1072.99,888.64
DEL-02891,TRK-017,Articulated Truck,4,Maintenance,DRV-016,Danielle Calderon,3,55.6,57.5,2025-12-06,Dublin,256,Delayed,11.12,Vehicle Breakdown,48.94,102.02,901.68,1,11.33,CUS-0324,Paul-French,Driver Behaviour,Open,1,1396.2,1222.48
DEL-02892,TRK-008,Van,1,Maintenance,DRV-025,Donna Jimenez,4,72.04,68.95,2025-12-06,Waterford,261,Delayed,4.27,Vehicle Breakdown,39.76,81.61,892.07,1,11.91,CUS-0236,"Spears, Frank and Kane",No Complaint,No Complaint,6,1491.91,358.24
DEL-02893,TRK-106,Rigid Truck,4,Active,DRV-074,Sharon Mcgrath,11,78.38,68.53,2026-05-11,Dublin,128,On-Time,0.0,No Delay,23.08,51.75,672.06,0,0.0,CUS-0268,Hunter-Gibson,No Complaint,No Complaint,9,1016.68,0.0
DEL-02894,TRK-047,Refrigerated Truck,8,Active,DRV-019,Heather Nguyen,13,84.53,89.89,2025-07-10,Galway,123,On-Time,0.0,No Delay,24.07,45.04,480.22,0,0.0,CUS-0342,Williams Ltd,No Complaint,No Complaint,10,930.75,0.0
DEL-02895,TRK-105,Rigid Truck,9,Active,DRV-056,Julia Moreno,8,73.13,76.27,2025-08-11,Waterford,242,On-Time,0.0,No Delay,51.17,101.17,1960.93,2,21.68,CUS-0154,Jackson-Nichols,No Complaint,No Complaint,8,2000.92,0.0
DEL-02896,TRK-119,Articulated Truck,9,Breakdown,DRV-058,Michael Pena,11,71.36,53.03,2026-04-14,Limerick,383,Delayed,11.57,Driver Issue,68.39,143.13,3602.17,3,41.39,CUS-0114,Hendricks-Cantrell,Delivery Delay,Open,5,1842.27,1414.75
DEL-02897,TRK-109,Rigid Truck,1,Active,DRV-060,David Espinoza,1,67.87,57.17,2025-08-24,Kildare,42,Delayed,10.27,Vehicle Breakdown,7.61,13.93,84.09,0,0.0,CUS-0136,"Wolfe, Johnson and Sparks",Driver Behaviour,In Progress,1,238.52,1084.88
DEL-02898,TRK-119,Refrigerated Truck,8,Active,DRV-052,Kyle Cooper,4,72.9,73.91,2025-12-31,Dublin,395,Delayed,13.25,Route Inefficiency,80.6,151.24,1589.61,1,5.52,CUS-0347,Gonzales and Sons,Driver Behaviour,Open,1,3107.94,1716.93
DEL-02899,TRK-102,Articulated Truck,4,Breakdown,DRV-073,Kyle Yang,6,76.54,69.39,2025-12-24,Cork,363,Failed,11.92,Weather,65.93,119.8,2903.08,3,9.99,CUS-0394,"Rodriguez, Salazar and Cohen",Missing Delivery,In Progress,3,2871.67,2198.29
DEL-02900,TRK-070,Rigid Truck,2,Active,DRV-031,Mr. Brady Oconnor,9,86.64,77.91,2026-01-09,Meath,207,On-Time,0.0,No Delay,43.24,79.4,382.02,0,0.0,CUS-0197,Winters LLC,No Complaint,No Complaint,9,1624.34,0.0
DEL-02901,TRK-087,Articulated Truck,7,Active,DRV-049,Elizabeth Becker,4,72.47,69.26,2025-09-19,Dublin,344,On-Time,0.0,No Delay,65.99,126.77,609.24,0,0.0,CUS-0027,"Lopez, Riddle and Hill",No Complaint,No Complaint,10,2006.09,0.0
DEL-02902,TRK-133,Refrigerated Truck,11,Active,DRV-011,Erica Hawkins,13,68.48,67.64,2026-04-15,Limerick,143,Delayed,10.9,Driver Issue,28.88,54.6,1661.1,1,5.5,CUS-0277,Berry-Hamilton,Damaged Goods,In Progress,4,1135.54,974.35
DEL-02903,TRK-046,Rigid Truck,2,Maintenance,DRV-022,Tammie Delgado,1,76.81,68.74,2025-06-16,Galway,161,Delayed,7.17,Driver Issue,32.74,57.8,1404.77,1,8.37,CUS-0083,Long PLC,Damaged Goods,Resolved,2,1245.47,548.04
DEL-02904,TRK-006,Articulated Truck,5,Active,DRV-017,Monique James,2,73.27,62.57,2026-02-20,Waterford,170,On-Time,0.0,No Delay,37.92,73.41,530.84,0,0.0,CUS-0428,"Powell, Smith and Goodwin",No Complaint,No Complaint,9,920.33,0.0
DEL-02905,TRK-065,Articulated Truck,7,Maintenance,DRV-052,Samantha Douglas,5,82.36,73.02,2025-12-15,Dublin,315,On-Time,0.0,No Delay,66.46,123.78,975.95,1,12.43,CUS-0151,Harris-Lopez,No Complaint,No Complaint,9,2515.56,0.0
DEL-02906,TRK-057,Rigid Truck,6,Active,DRV-054,Michael Guerrero,8,71.31,66.73,2026-05-15,Meath,397,Delayed,6.01,Weather,75.32,155.37,534.94,0,0.0,CUS-0192,Skinner Group,Delivery Delay,Resolved,3,3190.01,518.55
DEL-02907,TRK-054,Rigid Truck,6,Active,DRV-075,Donna Henry,14,75.31,62.38,2025-06-12,Cork,43,Delayed,7.6,Route Inefficiency,9.83,16.4,1065.64,1,7.21,CUS-0141,Hicks-Diaz,Damaged Goods,Open,5,202.84,646.85
DEL-02908,TRK-036,Refrigerated Truck,12,Active,DRV-022,Robert Pugh,10,57.34,49.45,2026-02-20,Meath,21,On-Time,0.0,No Delay,5.22,10.83,1202.61,0,0.0,CUS-0424,"Johnson, Williams and Brown",No Complaint,No Complaint,8,111.41,0.0
DEL-02909,TRK-123,Refrigerated Truck,6,Breakdown,DRV-016,Gary Dalton,6,72.31,49.48,2026-04-29,Kildare,339,On-Time,0.0,No Delay,71.81,151.95,2271.81,2,14.64,CUS-0068,"Johnson, Dennis and Kim",No Complaint,No Complaint,10,2019.66,0.0
DEL-02910,TRK-093,Articulated Truck,1,Active,DRV-072,Mathew Kennedy,12,75.77,73.38,2026-05-08,Galway,372,On-Time,0.0,No Delay,94.12,213.54,732.51,1,8.95,CUS-0456,Austin Group,No Complaint,No Complaint,8,2148.67,0.0
DEL-02911,TRK-002,Rigid Truck,7,Active,DRV-078,Amanda Flores,4,57.58,42.2,2026-01-06,Galway,222,Delayed,4.28,Traffic,45.77,85.9,878.29,1,8.28,CUS-0469,Stein-Nunez,No Complaint,No Complaint,5,1265.24,471.62
DEL-02912,TRK-094,Rigid Truck,7,Maintenance,DRV-052,Steven Harvey,14,68.88,62.29,2025-12-17,Cork,182,On-Time,0.0,No Delay,33.47,68.6,3944.51,3,11.99,CUS-0012,Moody Ltd,No Complaint,No Complaint,10,910.0,0.0
DEL-02913,TRK-064,Articulated Truck,1,Active,DRV-037,Regina Patel,5,68.8,49.44,2025-07-03,Meath,238,On-Time,0.0,No Delay,45.59,89.41,92.37,0,0.0,CUS-0482,Hicks PLC,No Complaint,No Complaint,9,1909.52,0.0
DEL-02914,TRK-127,Articulated Truck,9,Active,DRV-051,Helen Davis,4,51.27,50.61,2025-11-10,Meath,345,On-Time,0.0,No Delay,70.99,145.14,2044.43,1,6.8,CUS-0360,"Middleton, Adams and Hanna",No Complaint,No Complaint,10,2438.35,0.0
DEL-02915,TRK-001,Rigid Truck,1,Active,DRV-039,Annette Stevens,6,66.99,82.12,2026-01-05,Kildare,160,Delayed,4.66,Driver Issue,33.01,66.19,336.24,0,0.0,CUS-0133,Huang Group,Delivery Delay,Open,6,1219.8,389.49
DEL-02916,TRK-056,Rigid Truck,7,Active,DRV-030,Nicole West,13,100.0,100.0,2025-12-19,Limerick,272,On-Time,0.0,No Delay,67.97,139.97,625.71,0,0.0,CUS-0245,Brown Group,No Complaint,No Complaint,10,2039.63,0.0
DEL-02917,TRK-089,Van,8,Breakdown,DRV-039,Mr. Brian Patel,6,60.49,47.95,2026-03-09,Waterford,113,Delayed,19.52,Driver Issue,21.46,42.12,4878.64,4,44.36,CUS-0258,Cox-Watkins,Wrong Delivery,Resolved,1,769.17,2965.84
DEL-02918,TRK-002,Van,2,Active,DRV-005,Michael Burns,8,91.83,80.52,2026-03-14,Meath,35,On-Time,0.0,No Delay,5.35,11.33,514.88,0,0.0,CUS-0163,Brown Group,No Complaint,No Complaint,8,276.51,0.0
DEL-02919,TRK-023,Articulated Truck,9,Breakdown,DRV-014,Tracey Goodwin,13,71.94,55.71,2026-05-14,Limerick,60,Delayed,9.92,Traffic,15.27,30.57,2772.91,5,30.27,CUS-0087,Marshall-Thompson,Delivery Delay,Open,1,426.02,1483.76
DEL-02920,TRK-054,Refrigerated Truck,3,Active,DRV-089,Troy Adams,1,73.21,81.02,2025-06-17,Galway,332,On-Time,0.0,No Delay,59.24,102.71,913.71,1,9.01,CUS-0365,Anderson PLC,No Complaint,No Complaint,8,1686.76,0.0
DEL-02921,TRK-110,Rigid Truck,4,Active,DRV-043,Crystal Garcia,11,99.84,100.0,2026-01-09,Dublin,119,On-Time,0.0,No Delay,33.65,72.09,416.4,0,0.0,CUS-0051,"White, Gonzalez and Villa",No Complaint,No Complaint,10,798.69,0.0
DEL-02922,TRK-012,Refrigerated Truck,5,Maintenance,DRV-098,Maria Miller,7,93.14,91.19,2026-05-06,Limerick,69,Delayed,5.25,Vehicle Breakdown,17.76,36.83,1774.38,1,15.02,CUS-0131,"Wilson, Berger and Rivera",Damaged Goods,Escalated,3,387.41,780.33
DEL-02923,TRK-077,Refrigerated Truck,10,Maintenance,DRV-048,Alyssa Short,14,62.54,62.45,2026-04-28,Limerick,386,Delayed,10.94,Weather,83.58,174.36,3174.39,2,17.98,CUS-0060,Thompson Ltd,Missing Delivery,In Progress,2,2351.05,1280.99
DEL-02924,TRK-121,Rigid Truck,9,Active,DRV-052,Caleb Campbell,5,68.77,60.85,2026-04-30,Limerick,298,Failed,3.74,Traffic,74.07,160.59,1117.78,0,0.0,CUS-0276,Butler and Sons,Delivery Delay,Resolved,1,1957.29,1370.95
DEL-02925,TRK-039,Rigid Truck,10,Active,DRV-046,Vanessa Gonzalez,2,93.07,89.07,2025-06-16,Cork,331,Failed,10.7,Route Inefficiency,64.99,118.5,1759.91,1,10.42,CUS-0403,Sims-Wallace,Driver Behaviour,Resolved,2,1875.54,1424.85
DEL-02926,TRK-068,Articulated Truck,8,Maintenance,DRV-065,Joseph Collins,5,74.7,62.34,2026-02-25,Dublin,126,Delayed,8.35,Route Inefficiency,29.14,63.01,2512.35,3,30.34,CUS-0104,Lambert PLC,Delivery Delay,Open,4,880.67,836.21
DEL-02927,TRK-131,Van,2,Active,DRV-021,Marcus Hardy,2,85.94,71.12,2025-08-15,Dublin,188,On-Time,0.0,No Delay,41.95,72.45,172.81,0,0.0,CUS-0198,Wood-Holland,No Complaint,No Complaint,9,927.0,0.0
DEL-02928,TRK-018,Van,5,Active,DRV-014,Dustin Schwartz MD,15,77.73,76.16,2026-04-24,Meath,43,On-Time,0.0,No Delay,9.65,20.32,1580.4,1,10.25,CUS-0252,"Lee, Roberts and Butler",No Complaint,No Complaint,9,361.19,0.0
DEL-02929,TRK-011,Rigid Truck,6,Active,DRV-027,William Bishop,13,75.69,58.82,2025-08-11,Kildare,132,On-Time,0.0,No Delay,26.45,50.17,493.91,0,0.0,CUS-0070,Martinez-Robinson,No Complaint,No Complaint,10,842.65,0.0
DEL-02930,TRK-123,Refrigerated Truck,11,Maintenance,DRV-053,Arthur Chambers,11,72.81,64.82,2026-02-22,Cork,113,Delayed,13.02,Traffic,25.59,54.0,1727.64,1,4.94,CUS-0360,Vincent-Thomas,Delivery Delay,Resolved,5,953.43,1459.25
DEL-02931,TRK-001,Refrigerated Truck,3,Maintenance,DRV-005,Daniel Rosales,2,71.06,58.08,2025-09-19,Limerick,198,Delayed,7.62,Traffic,29.94,55.91,921.84,1,5.56,CUS-0262,Thomas-Wilkinson,Damaged Goods,Escalated,4,1635.53,699.3
DEL-02932,TRK-037,Rigid Truck,12,Active,DRV-067,Tina Rogers,5,72.76,51.01,2026-05-25,Meath,119,Delayed,4.06,Traffic,40.66,85.9,1544.46,0,0.0,CUS-0134,"Diaz, Johnson and Bradley",Delivery Delay,Resolved,6,814.54,660.91
DEL-02933,TRK-133,Articulated Truck,11,Breakdown,DRV-037,Diana Wiggins,11,56.69,50.71,2026-03-26,Cork,150,Delayed,16.98,Vehicle Breakdown,44.75,91.42,2243.77,2,29.78,CUS-0010,Jacobs-Miranda,Delivery Delay,In Progress,2,1007.51,2237.88
DEL-02934,TRK-101,Van,9,Maintenance,DRV-076,Marc Morrison,1,77.73,68.78,2025-10-14,Kildare,353,Delayed,9.36,Driver Issue,79.06,157.53,4700.65,4,26.84,CUS-0028,Morris-Brown,Missing Delivery,Resolved,1,2478.9,1007.09
DEL-02935,TRK-146,Rigid Truck,2,Active,DRV-045,Judith Franco,12,64.46,67.43,2026-05-13,Cork,259,On-Time,0.0,No Delay,46.3,104.82,321.84,0,0.0,CUS-0392,"Mccoy, Hancock and Smith",No Complaint,No Complaint,8,1205.33,0.0
DEL-02936,TRK-107,Rigid Truck,5,Maintenance,DRV-093,Gregory Park,11,85.33,79.24,2025-07-06,Cork,329,On-Time,0.0,No Delay,55.56,105.4,1199.9,1,4.43,CUS-0120,Taylor-Davidson,No Complaint,No Complaint,10,2400.34,0.0
DEL-02937,TRK-140,Rigid Truck,4,Active,DRV-091,Shannon Vega,13,76.47,62.66,2025-10-04,Meath,335,On-Time,0.0,No Delay,74.5,150.2,1821.79,1,8.99,CUS-0162,Roberts Group,No Complaint,No Complaint,9,2115.4,0.0
DEL-02938,TRK-019,Articulated Truck,5,Active,DRV-057,Carl Hernandez,2,41.95,45.46,2025-12-09,Kildare,207,On-Time,0.0,No Delay,39.4,80.4,1356.25,1,6.34,CUS-0310,Lawrence-Mccarthy,No Complaint,No Complaint,9,1296.74,0.0
DEL-02939,TRK-044,Articulated Truck,4,Maintenance,DRV-036,Donna Soto,13,68.76,59.16,2026-01-26,Meath,345,Delayed,12.23,Vehicle Breakdown,77.91,160.64,2569.87,3,38.38,CUS-0473,Summers-Edwards,Driver Behaviour,Open,1,2023.71,888.65
DEL-02940,TRK-088,Articulated Truck,7,Maintenance,DRV-057,Bradley Donaldson,4,82.47,62.74,2026-04-21,Limerick,145,Delayed,9.54,Vehicle Breakdown,27.29,53.99,2951.85,2,24.41,CUS-0011,Myers Ltd,Missing Delivery,Open,1,938.13,1085.43
DEL-02941,TRK-141,Articulated Truck,3,Active,DRV-072,Stephen Lutz,7,91.69,75.4,2026-04-02,Dublin,224,Delayed,14.46,Traffic,44.65,96.02,817.11,1,12.13,CUS-0139,Perez-Mosley,Missing Delivery,Escalated,1,1135.96,2016.22
DEL-02942,TRK-136,Rigid Truck,8,Maintenance,DRV-091,Jill Harmon DVM,1,68.23,52.77,2025-12-22,Waterford,193,On-Time,0.0,No Delay,38.73,75.2,2825.0,2,23.26,CUS-0019,Salinas-Henderson,No Complaint,No Complaint,9,1261.2,0.0
DEL-02943,TRK-091,Refrigerated Truck,1,Active,DRV-080,Ryan Fischer,13,70.32,70.53,2026-02-03,Kildare,400,Delayed,7.57,Weather,91.62,192.33,2953.42,3,17.54,CUS-0358,Carroll-Hall,Driver Behaviour,Open,1,1894.91,528.16
DEL-02944,TRK-085,Rigid Truck,1,Active,DRV-004,Ashley Johnson,1,72.25,75.91,2025-07-24,Cork,227,On-Time,0.0,No Delay,39.47,68.62,146.16,0,0.0,CUS-0212,"Martinez, Simpson and West",No Complaint,No Complaint,10,1859.9,0.0
DEL-02945,TRK-019,Van,7,Maintenance,DRV-044,Nathan Wallace DDS,15,75.92,56.24,2025-08-06,Kildare,121,Delayed,12.0,Vehicle Breakdown,31.9,56.41,4391.95,4,18.63,CUS-0095,"Davis, Wright and Martin",Missing Delivery,In Progress,5,755.73,1008.17
DEL-02946,TRK-056,Rigid Truck,3,Active,DRV-050,Jonathan King,15,71.05,52.5,2026-05-08,Galway,324,Delayed,3.26,Driver Issue,60.43,126.15,517.13,0,0.0,CUS-0268,Howard-Carter,No Complaint,No Complaint,5,2718.92,300.25
DEL-02947,TRK-069,Van,2,Maintenance,DRV-058,Mr. Corey Schmitt,1,97.29,88.65,2025-10-10,Kildare,92,On-Time,0.0,No Delay,18.37,35.28,947.39,1,12.42,CUS-0104,Reynolds-Bell,No Complaint,No Complaint,8,609.8,0.0
DEL-02948,TRK-016,Refrigerated Truck,11,Breakdown,DRV-036,Eric Chase,10,76.65,81.89,2026-05-28,Cork,69,Failed,4.4,Traffic,17.97,34.88,2971.53,2,9.92,CUS-0348,Price PLC,Delivery Delay,Open,2,352.23,263.02
DEL-02949,TRK-098,Refrigerated Truck,1,Active,DRV-023,Julia White,14,58.76,41.2,2025-10-10,Galway,273,On-Time,0.0,No Delay,52.28,97.18,203.27,0,0.0,CUS-0317,"York, Pollard and Gibson",No Complaint,No Complaint,9,2036.63,0.0
